id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
23460,Thompson,tube,15.51,3315.69,,9.218,9.218,152.0,4.6
23461,Williams,tube,15.17,4059.0,,9.5,9.5,1836.0,1.3
23462,Thompson,tube,7.03,3315.69,,10.8,10.8,864.0,5.5
23463,Williams,tube,13.79,2710.0,0.1275,9.5,9.5,1836.0,1.3
23464,Weatherhead,tube,13.79,1434.78,,7.7,7.7,457.0,3.7
23465,Thompson,tube,10.26,2590.0,,4.6,4.6,229.0,4.0
23466,Beus,annulus,15.51,1344.0,,5.6,15.2,2134.0,1.1
23467,Janssen,annulus,7.0,2319.0,-0.0563,10.929,34.52,737.0,3.8
23468,Thompson,tube,13.79,2333.0,0.0639,7.8,7.8,591.0,2.1
23469,Thompson,tube,10.26,1063.0,-0.1762,7.7,7.7,457.0,4.5
23470,Inasaka,plate,0.39,706.0,,15.0,120.0,10.0,6.5
23471,Thompson,tube,6.89,3580.0,0.1212,5.6,5.6,680.588,3.2
23472,Thompson,tube,17.24,4367.0,-0.0822,1.9,9.218,696.0,7.2
23473,Weatherhead,tube,13.79,1356.0,0.0101,11.1,11.1,457.0,1.1
23474,Thompson,tube,6.89,3315.69,,12.8,12.8,1930.0,4.4
23475,Thompson,tube,6.79,4001.0,-0.0188,10.8,10.8,432.0,5.0
23476,Inasaka,tube,12.41,4986.0,,3.0,3.0,400.0,4.4
23477,Thompson,tube,6.89,4136.0,,5.6,5.6,216.0,3.6
23478,Thompson,tube,10.34,5737.0,-0.1428,10.3,9.218,762.0,4.9
23479,Thompson,tube,3.9,2034.0,,9.218,9.218,432.0,4.0
23480,Thompson,tube,13.79,3315.69,0.0753,9.218,4.7,305.0,1.8
23481,Thompson,tube,6.89,3906.0,,10.3,10.3,762.0,4.0
23482,Thompson,tube,13.79,5316.0,0.1108,4.7,4.7,318.0,1.5
23483,Thompson,tube,6.89,5533.0,,12.7,15.9,914.0,3.9
23484,Weatherhead,tube,13.79,1351.0,0.0808,7.7,7.7,457.0,2.2
23485,Thompson,tube,10.34,7378.0,-0.0378,9.218,10.3,762.0,5.0
23486,Thompson,tube,6.89,957.0,-0.0865,9.218,23.6,610.0,6.9
23487,Janssen,annulus,4.13,2278.0,0.0403,12.7,42.3,1778.0,2.6
23488,Thompson,tube,18.96,1844.0,-0.0886,1.9,1.9,152.0,4.3
23489,Janssen,annulus,6.89,2292.0,0.0474,12.7,42.3,1778.0,2.3
23490,Thompson,tube,13.79,3608.0,0.1433,4.7,9.218,318.0,1.8
23491,Janssen,annulus,7.0,2292.0,,10.929,42.3,1740.109,2.6
23492,Janssen,annulus,6.89,5479.0,0.1167,12.7,38.1,737.0,2.3
23493,Thompson,tube,6.89,7893.0,-0.0596,9.218,10.3,762.0,9.2
23494,Janssen,annulus,5.51,1519.0,0.0245,12.7,42.3,1778.0,3.0
23495,Kossolapov,plate,0.1,792.25,,15.0,120.0,10.0,4.5
23496,Weatherhead,tube,13.79,1434.78,,11.1,11.1,457.0,1.3
23497,Thompson,tube,13.79,3920.0,-0.0594,1.9,1.9,680.588,3.6
23498,Thompson,tube,15.51,2455.0,-0.0595,1.9,1.9,696.0,6.7
23499,Peskov,tube,12.0,2217.0,,10.0,10.0,1650.0,2.2
23500,Thompson,tube,13.79,7391.0,-0.1076,4.7,4.7,318.0,6.5
23501,Thompson,tube,6.72,2021.0,,10.8,10.8,864.0,3.9
23502,Thompson,tube,6.89,4069.0,,23.6,23.6,1972.0,1.5
23503,Thompson,tube,6.79,2021.0,0.0196,9.218,10.8,864.0,3.9
23504,Peskov,tube,14.235,2642.705,,10.0,10.0,660.0,4.2
23505,Thompson,tube,6.89,6144.0,-0.0624,10.3,10.3,794.0,6.2
23506,Janssen,annulus,6.89,833.0,-0.0943,10.929,42.3,1740.109,3.1
23507,Thompson,tube,13.79,3920.0,,9.218,1.9,152.0,5.4
23508,Thompson,tube,10.34,6212.0,-0.073,10.3,10.3,794.0,6.7
23509,Thompson,tube,0.1,1316.0,0.0858,5.6,5.6,432.0,4.3
23510,Thompson,tube,3.45,5249.0,-0.0335,9.218,5.7,625.0,3.5
23511,Inasaka,tube,18.27,1410.0,,3.0,3.0,150.0,2.6
23512,Thompson,tube,6.72,4001.0,0.0406,9.218,10.8,432.0,4.6
23513,Janssen,annulus,6.87,2173.925,0.0238,4.6,11.3,1740.109,2.1
23514,Thompson,tube,13.79,3852.0,-0.0298,1.9,1.9,152.0,2.9
23515,Weatherhead,tube,13.79,1434.78,0.0484,9.127,9.127,457.0,2.3
23516,Thompson,tube,6.83,4062.0,0.0839,10.8,10.8,1727.0,4.6
23517,Weatherhead,tube,13.79,1356.0,0.1113,11.1,11.1,457.0,1.8
23518,Thompson,tube,10.26,933.0,,4.7,4.7,318.0,2.9
23519,Thompson,tube,6.86,5384.0,0.0332,12.8,12.8,1930.0,4.6
23520,Williams,tube,13.79,2721.0,0.1464,9.5,9.5,1836.0,1.4
23521,Thompson,tube,13.79,1344.0,-0.1897,11.1,11.1,680.588,3.6
23522,Thompson,tube,11.07,2319.0,0.0788,11.5,9.218,1524.0,1.3
23523,Thompson,tube,3.86,4055.0,,10.8,9.218,680.588,2.8
23524,Thompson,tube,11.03,2034.0,0.099,11.5,11.5,914.0,1.2
23525,Thompson,tube,12.07,3838.0,-0.059,1.9,1.9,696.0,2.7
23526,Thompson,tube,7.0,4218.0,0.0668,5.6,5.6,216.0,6.2
23527,Thompson,tube,13.79,746.0,0.0846,4.7,4.7,318.0,1.7
23528,Thompson,tube,6.89,6049.0,,10.3,10.3,762.0,6.5
23529,Thompson,tube,13.79,4448.0,0.0374,4.7,4.7,680.588,2.6
23530,Beus,annulus,11.03,2310.25,,5.6,15.2,2134.0,3.0
23531,Thompson,tube,13.79,1217.0,-0.0168,4.7,4.7,318.0,13.0
23532,Janssen,annulus,7.0,1519.0,0.1431,12.7,42.3,1778.0,2.4
23533,Thompson,tube,10.26,3315.69,0.0568,9.218,4.7,318.0,4.5
23534,Janssen,annulus,6.89,1533.0,0.0145,8.5,22.3,1778.0,3.7
23535,Thompson,tube,10.26,1356.0,0.0823,23.6,9.218,610.0,3.7
23536,Thompson,tube,18.27,2740.0,,3.0,3.0,150.0,4.9
23537,Thompson,tube,13.79,2048.0,-0.1184,7.7,7.7,680.588,2.0
23538,Weatherhead,tube,13.79,1316.0,-0.1965,7.7,7.7,457.0,4.6
23539,Thompson,tube,6.89,3315.69,,10.8,10.8,864.0,7.1
23540,Thompson,tube,6.93,3315.69,0.1695,10.8,10.8,864.0,2.7
23541,Thompson,tube,10.26,3825.0,0.0682,4.7,4.7,318.0,2.5
23542,Thompson,tube,6.89,1899.0,0.0903,10.8,10.8,432.0,3.5
23543,Thompson,tube,17.24,2889.0,,1.9,1.9,696.0,2.5
23544,Thompson,tube,13.79,2563.0,0.1036,4.6,4.6,295.0,2.2
23545,Thompson,tube,10.26,3811.0,-0.0087,9.218,1.9,152.0,5.3
23546,Weatherhead,tube,13.79,1763.0,-0.0916,11.1,11.1,457.0,2.1
23547,Peskov,tube,14.235,4986.0,,10.0,10.0,1000.0,4.1
23548,Thompson,tube,3.86,2889.0,0.1404,10.8,10.8,680.588,1.2
23549,Thompson,tube,13.79,1668.0,0.0936,7.7,7.7,457.0,1.7
23550,Thompson,tube,10.26,3315.69,,10.8,10.8,432.0,3.4
23551,Richenderfer,plate,0.51,1000.0,0.0332,15.0,120.0,10.0,5.7
23552,Thompson,tube,0.51,1370.0,,7.7,7.7,680.588,4.5
23553,Thompson,tube,11.03,3315.69,,9.218,11.5,914.0,3.8
23554,Janssen,annulus,6.9,1750.0,0.1745,10.929,22.3,2591.0,2.3
23555,Thompson,tube,13.79,1736.0,,9.218,9.218,591.0,2.0
23556,Janssen,annulus,6.89,1533.0,0.1341,8.5,22.3,1829.0,2.1
23557,Williams,tube,13.14,1339.0,,9.5,9.5,1836.0,2.3
23558,Thompson,tube,6.93,4065.0,,10.8,10.8,864.0,1.4
23559,Janssen,annulus,7.0,1519.0,,12.7,42.3,1778.0,3.6
23560,Thompson,tube,13.79,4096.0,,4.7,4.7,318.0,4.0
23561,Thompson,tube,6.89,3315.69,,37.5,9.218,1953.0,2.6
23562,Thompson,tube,6.89,3315.69,0.0043,10.8,10.8,3048.0,4.2
23563,Thompson,tube,13.79,1339.0,0.0145,7.7,7.7,457.0,2.6
23564,Thompson,tube,7.0,3580.0,,9.218,9.218,432.0,6.7
23565,Thompson,tube,17.24,2889.0,-0.0407,1.9,9.218,152.0,4.0
23566,Thompson,tube,15.51,3811.0,-0.0927,1.9,1.9,152.0,5.3
23567,Thompson,tube,13.79,3315.69,0.0374,7.7,7.7,457.0,2.5
23568,Thompson,tube,11.03,2672.0,0.0839,11.5,11.5,1524.0,2.0
23569,Beus,annulus,11.03,3701.0,,5.6,15.2,2134.0,2.6
23570,Thompson,tube,6.93,4066.0,0.0144,9.218,10.8,1727.0,4.9
23571,Weatherhead,tube,13.79,350.0,-0.0111,11.1,11.1,457.0,2.6
23572,Weatherhead,tube,13.79,1492.0,,7.7,7.7,457.0,1.3
23573,Janssen,annulus,6.89,2278.0,0.188,8.5,22.3,1740.109,2.1
23574,Beus,annulus,13.79,3677.0,0.0481,5.6,15.2,2134.0,15.6
23575,Beus,annulus,13.79,3673.0,-0.0185,5.6,15.2,2134.0,3.1
23576,Peskov,tube,18.0,1836.0,-0.0465,10.0,10.0,1300.0,2.2
23577,Weatherhead,tube,13.79,1434.78,0.1597,11.1,11.1,457.0,1.9
23578,Thompson,tube,10.34,7391.0,,10.3,10.3,762.0,6.7
23579,Kossolapov,plate,0.1,1994.0,,15.0,120.0,10.0,12.1
23580,Inasaka,tube,18.0,5361.0,,3.0,3.0,1300.0,2.2
23581,Beus,annulus,11.03,1354.0,,5.6,15.2,2134.0,1.1
23582,Thompson,tube,10.26,3315.69,-0.065,3.0,3.0,35.0,2.6
23583,Williams,tube,8.27,2700.0,,9.5,9.5,1836.0,1.8
23584,Weatherhead,tube,13.79,1434.78,,9.127,7.7,457.0,3.9
23585,Thompson,tube,13.79,2306.0,-0.0433,1.9,9.218,696.0,3.2
23586,Thompson,tube,10.26,3315.69,-0.0442,1.9,1.9,696.0,2.9
23587,Thompson,tube,13.79,933.0,0.0369,7.8,7.8,591.0,2.3
23588,Janssen,annulus,4.16,2173.925,0.1215,12.7,42.3,1778.0,2.6
23589,Thompson,tube,13.79,1736.0,,7.8,7.8,591.0,2.1
23590,Janssen,annulus,6.92,555.0,,12.7,38.1,737.0,4.5
23591,Thompson,tube,10.26,2061.0,0.1854,5.6,5.6,680.588,4.4
23592,Thompson,tube,10.26,1370.0,-0.0417,23.6,9.218,1972.0,2.7
23593,Weatherhead,tube,13.79,1980.0,-0.2253,7.7,7.7,457.0,3.6
23594,Thompson,tube,6.72,1017.0,-0.135,10.8,10.8,216.0,7.3
23595,Thompson,tube,10.26,2034.0,-0.0488,9.3,9.218,762.0,4.0
23596,Peskov,tube,14.0,2200.0,0.1344,10.0,10.0,893.0,3.2
23597,Thompson,tube,3.45,3315.69,,5.7,5.7,625.0,3.2
23598,Beus,annulus,13.79,2721.0,0.1005,5.6,15.2,2134.0,1.2
23599,Thompson,tube,10.26,849.0,-0.2106,4.7,4.7,318.0,5.0
23600,Thompson,tube,13.79,3315.69,0.0647,4.6,4.6,680.588,9.5
23601,Thompson,tube,6.89,3315.69,0.0292,10.8,9.218,1727.0,2.8
23602,Weatherhead,tube,13.79,1344.0,-0.1488,11.1,11.1,457.0,3.3
23603,Thompson,tube,18.96,3486.0,-0.1556,1.9,1.9,152.0,3.0
23604,Thompson,tube,13.79,1038.0,,7.8,7.8,591.0,2.2
23605,Peskov,tube,10.0,1944.0,,10.0,10.0,1000.0,4.2
23606,Janssen,annulus,6.89,1505.0,,12.7,42.3,1740.109,3.0
23607,Janssen,annulus,9.69,2173.925,-0.0644,6.4,15.9,914.0,5.0
23608,Thompson,tube,6.89,3987.0,,10.3,10.3,762.0,5.9
23609,Weatherhead,tube,13.79,1434.78,-0.1488,7.7,7.7,457.0,3.4
23610,Thompson,tube,13.79,2184.0,0.0733,9.218,7.8,591.0,2.3
23611,Thompson,tube,6.89,3825.0,-0.0237,23.6,23.6,1972.0,14.7
23612,Beus,annulus,15.51,3674.0,0.0707,5.6,15.2,2134.0,1.9
23613,Thompson,tube,10.34,2319.0,-0.0378,9.3,9.3,762.0,8.0
23614,Beus,annulus,5.03,2740.0,,5.6,15.2,2134.0,2.1
23615,Thompson,tube,10.26,4069.0,0.0117,10.8,10.8,1727.0,3.0
23616,Beus,annulus,15.51,2310.25,0.0253,5.6,15.2,2134.0,1.8
23617,Thompson,tube,10.26,1370.0,,9.218,4.6,680.588,1.7
23618,Thompson,tube,6.89,2699.0,,37.5,37.5,1953.0,2.7
23619,Peskov,tube,12.0,2642.705,,10.0,10.0,1000.0,2.3
23620,Thompson,tube,13.79,852.0,0.0865,4.7,4.7,318.0,1.7
23621,Thompson,tube,11.1,4055.0,0.0126,11.5,11.5,914.0,2.5
23622,Janssen,annulus,8.27,1519.0,0.0196,12.7,42.3,1778.0,4.4
23623,Thompson,tube,13.79,1736.0,0.0538,7.8,7.8,591.0,2.0
23624,Thompson,tube,15.51,2061.0,-0.0204,1.9,1.9,680.588,3.6
23625,Thompson,tube,10.34,3315.69,-0.059,10.3,9.218,680.588,3.7
23626,Thompson,tube,11.03,3391.0,,11.5,11.5,1143.0,3.6
23627,Thompson,tube,10.26,3315.69,0.0515,4.6,4.6,229.0,2.9
23628,Thompson,tube,13.79,2916.0,,7.8,7.8,591.0,2.5
23629,Janssen,annulus,6.89,1519.0,,12.7,42.3,1778.0,3.8
23630,Janssen,annulus,4.13,1519.0,0.0108,12.7,42.3,1778.0,2.7
23631,Weatherhead,tube,13.79,1302.0,-0.0105,7.7,7.7,457.0,3.1
23632,Thompson,tube,6.89,4069.0,0.0803,12.8,12.8,1930.0,4.1
23633,Thompson,tube,13.79,903.0,0.0209,4.7,4.7,318.0,4.6
23634,Thompson,tube,13.79,3811.0,-0.3247,9.218,4.7,318.0,3.2
23635,Thompson,tube,6.86,3315.69,,10.8,10.8,432.0,4.1
23636,Thompson,tube,12.07,3811.0,-0.0651,1.9,1.9,152.0,4.3
23637,Thompson,tube,13.79,5574.0,,4.7,4.7,318.0,3.8
23638,Thompson,tube,13.79,1356.0,0.0886,7.7,7.7,680.588,2.5
23639,Richenderfer,plate,0.51,1500.0,-0.0102,15.0,120.0,10.0,9.0
23640,Thompson,tube,15.51,2984.0,,1.9,1.9,152.0,5.2
23641,Richenderfer,plate,0.2,2000.0,-0.1486,15.0,120.0,10.0,7.9
23642,Thompson,tube,13.79,3315.69,,4.7,4.7,305.0,2.1
23643,Janssen,annulus,8.27,2173.925,0.0235,12.7,42.3,1778.0,14.7
23644,Thompson,tube,10.26,3315.69,,1.9,1.9,696.0,3.9
23645,Thompson,tube,13.79,5208.0,-0.0429,5.7,5.7,625.0,3.0
23646,Thompson,tube,6.89,5398.0,,12.8,12.8,1930.0,2.6
23647,Williams,tube,13.14,2731.0,0.0898,9.5,9.5,1836.0,1.0
23648,Thompson,tube,13.79,3315.69,,3.0,3.0,457.0,1.8
23649,Thompson,tube,6.89,5221.0,-0.0629,9.218,10.3,794.0,5.0
23650,Thompson,tube,6.83,4069.0,0.0989,11.5,11.5,2007.0,6.0
23651,Thompson,tube,10.26,3315.69,,7.7,9.218,680.588,1.6
23652,Thompson,tube,13.79,3315.69,0.0423,4.7,4.7,305.0,2.5
23653,Janssen,annulus,9.68,2173.925,-0.046,6.4,34.52,914.0,3.1
23654,Thompson,tube,6.89,4056.0,0.0415,10.8,10.8,680.588,4.4
23655,Thompson,tube,13.79,2034.0,,7.7,7.7,680.588,3.6
23656,Thompson,tube,13.79,3933.0,-0.0874,1.9,1.9,680.588,4.8
23657,Thompson,tube,13.79,1298.0,0.1005,7.8,7.8,591.0,2.0
23658,Richenderfer,plate,1.01,1500.0,-0.0134,15.0,120.0,10.0,3.9
23659,Thompson,tube,6.79,3315.69,0.0902,10.8,10.8,432.0,3.3
23660,Thompson,tube,15.51,2729.0,0.0847,5.6,5.6,2134.0,1.2
23661,Thompson,tube,15.51,1953.0,,1.9,1.9,152.0,2.7
23662,Thompson,tube,6.89,3825.0,0.0414,23.6,23.6,1972.0,3.4
23663,Thompson,tube,13.79,7391.0,0.0787,4.7,4.7,680.588,2.3
23664,Thompson,tube,13.79,1356.0,,4.6,4.6,295.0,2.0
23665,Thompson,tube,0.1,1301.0,0.0029,1.7,1.7,43.0,4.9
23666,Weatherhead,tube,13.79,963.0,-0.2653,7.7,7.7,457.0,5.3
23667,Janssen,annulus,6.89,2173.925,0.0087,12.7,38.1,1740.109,3.3
23668,Peskov,tube,12.0,4986.0,,10.0,10.0,1009.29,2.5
23669,Weatherhead,tube,13.79,1356.0,-0.0576,9.127,7.7,457.0,3.5
23670,Thompson,tube,13.79,2021.0,0.0552,7.7,7.7,457.0,1.1
23671,Thompson,tube,10.26,4136.0,0.0387,5.6,5.6,216.0,4.9
23672,Thompson,tube,6.89,5696.0,-0.1179,10.3,10.3,680.588,3.2
23673,Thompson,tube,10.26,1383.0,0.0249,9.218,7.7,680.588,3.1
23674,Thompson,tube,3.9,4069.0,-0.0975,10.8,10.8,432.0,3.8
23675,Williams,tube,15.17,4054.0,0.0415,9.5,9.5,1836.0,2.2
23676,Thompson,tube,6.83,4069.0,0.1891,11.5,11.5,680.588,2.0
23677,Williams,tube,13.14,4062.0,0.0047,9.5,9.5,1836.0,3.5
23678,Thompson,tube,10.26,2889.0,,1.9,1.9,152.0,2.6
23679,Thompson,tube,13.79,3315.69,-0.0072,4.7,4.7,318.0,4.0
23680,Thompson,tube,10.26,3119.0,,1.9,1.9,152.0,4.3
23681,Thompson,tube,17.24,1190.0,-0.1258,1.9,9.218,696.0,3.8
23682,Thompson,tube,15.51,3315.69,-0.0492,1.9,1.9,696.0,3.3
23683,Thompson,tube,13.79,3315.69,,7.8,7.8,591.0,2.8
23684,Thompson,tube,15.51,2061.0,-0.0258,1.9,1.9,152.0,3.6
23685,Weatherhead,tube,13.79,932.0,,7.7,7.7,457.0,2.8
23686,Thompson,tube,13.79,852.0,0.0827,4.7,4.7,318.0,2.8
23687,Thompson,tube,6.89,2319.0,-0.0134,23.5,23.5,610.0,4.1
23688,Thompson,tube,17.24,3811.0,-0.0054,1.9,9.218,152.0,4.5
23689,Janssen,annulus,9.69,5669.0,0.0145,6.4,15.9,914.0,4.1
23690,Weatherhead,tube,13.79,1200.0,0.0225,7.7,7.7,457.0,1.7
23691,Thompson,tube,6.89,7853.0,-0.0635,10.3,10.3,794.0,4.6
23692,Weatherhead,tube,13.79,1383.0,0.0036,7.7,7.7,457.0,2.5
23693,Thompson,tube,10.26,2798.0,-0.1208,4.7,4.7,680.588,4.8
23694,Beus,annulus,15.51,3670.0,-0.1005,5.6,15.2,2134.0,2.2
23695,Beus,annulus,15.51,1356.0,-0.1601,5.6,15.2,2134.0,1.1
23696,Thompson,tube,18.27,2902.0,-0.0471,3.0,3.0,35.0,2.5
23697,Thompson,tube,10.26,3838.0,0.0027,10.8,10.8,864.0,4.3
23698,Thompson,tube,6.89,4059.0,,10.8,10.8,1727.0,2.2
23699,Weatherhead,tube,13.79,1344.0,0.0334,7.7,7.7,457.0,2.3
23700,Thompson,tube,13.79,3315.69,0.0196,9.218,9.218,591.0,3.4
23701,Thompson,tube,13.79,7107.0,-0.0531,4.7,4.7,318.0,3.6
23702,Janssen,annulus,9.68,2278.0,0.0157,12.7,42.3,1778.0,4.5
23703,Thompson,tube,6.89,4062.0,,10.8,10.8,680.588,4.3
23704,Thompson,tube,13.79,6429.0,-0.0794,4.7,4.7,318.0,5.4
23705,Thompson,tube,0.1,6700.0,,1.7,9.218,64.0,7.3
23706,Thompson,tube,7.03,4055.0,,9.218,10.8,864.0,4.4
23707,Janssen,annulus,6.89,1533.0,,8.5,22.3,2743.0,2.3
23708,Thompson,tube,6.89,3811.0,-0.0329,23.6,23.6,1972.0,4.4
23709,Thompson,tube,11.03,3391.0,0.0766,11.5,11.5,1143.0,4.0
23710,Weatherhead,tube,13.79,1434.78,0.0249,7.7,7.7,457.0,2.2
23711,Thompson,tube,13.79,3315.69,-0.0813,4.7,9.218,305.0,3.2
23712,Richenderfer,plate,0.2,2509.0,-0.0385,15.0,120.0,10.0,9.2
23713,Thompson,tube,18.96,2957.0,-0.0123,9.218,1.9,152.0,1.5
23714,Beus,annulus,13.79,3662.0,0.1282,5.6,15.2,2134.0,1.5
23715,Thompson,tube,17.24,2984.0,-0.0634,1.9,1.9,152.0,5.9
23716,Thompson,tube,6.89,666.0,-0.0083,23.6,23.6,610.0,4.8
23717,Thompson,tube,13.79,5696.0,-0.0202,5.7,5.7,625.0,4.0
23718,Thompson,tube,6.89,3797.0,,10.3,10.3,762.0,4.7
23719,Thompson,tube,13.79,4367.0,-0.0358,4.7,4.7,318.0,3.8
23720,Thompson,tube,3.45,5588.0,,9.218,10.3,762.0,2.9
23721,Richenderfer,plate,0.1,2000.0,,15.0,120.0,10.0,10.0
23722,Thompson,tube,6.86,4096.0,,10.8,10.8,864.0,5.9
23723,Thompson,tube,10.34,7893.0,-0.1486,10.3,10.3,762.0,6.5
23724,Thompson,tube,15.51,3174.0,,1.9,1.9,680.588,2.5
23725,Thompson,tube,6.93,3811.0,0.0196,9.218,10.8,1727.0,3.6
23726,Beus,annulus,12.597,2310.25,,5.6,15.2,2134.0,2.1
23727,Thompson,tube,10.34,3315.69,-0.0488,10.3,10.3,762.0,6.8
23728,Thompson,tube,10.34,5601.0,,10.8,10.8,762.0,4.0
23729,Thompson,tube,3.83,4136.0,,4.6,4.6,229.0,7.3
23730,Thompson,tube,11.03,2034.0,-0.0232,9.3,9.3,305.0,3.2
23731,Weatherhead,tube,13.79,1370.0,,9.127,7.7,457.0,2.2
23732,Thompson,tube,13.79,705.0,0.0192,4.7,4.7,305.0,2.5
23733,Thompson,tube,13.79,1872.0,0.1274,4.7,9.218,318.0,2.4
23734,Thompson,tube,15.51,2102.0,0.0603,1.9,1.9,696.0,2.2
23735,Richenderfer,plate,0.34,1000.0,-0.0929,15.0,120.0,10.0,5.1
23736,Thompson,tube,10.34,3920.0,-0.0207,10.3,10.3,762.0,3.0
23737,Thompson,tube,10.26,3315.69,,23.6,23.6,1972.0,2.5
23738,Thompson,tube,10.26,2699.0,-0.0874,9.218,1.9,696.0,2.2
23739,Thompson,tube,11.0,2034.0,0.1228,9.3,9.3,1524.0,2.2
23740,Beus,annulus,11.03,732.0,-0.0719,5.6,15.2,2134.0,3.5
23741,Thompson,tube,13.79,7391.0,,9.218,4.7,318.0,3.8
23742,Thompson,tube,3.45,5249.0,-0.0997,5.7,5.7,625.0,3.0
23743,Thompson,tube,10.26,7202.0,,10.3,9.218,680.588,7.0
23744,Williams,tube,13.14,2772.0,,9.5,9.5,1836.0,0.9
23745,Thompson,tube,13.79,3997.0,-0.1224,9.218,9.218,35.0,4.1
23746,Thompson,tube,13.79,903.0,-0.1049,4.7,4.7,318.0,19.3
23747,Thompson,tube,10.26,1370.0,-0.0438,23.6,9.218,680.588,4.5
23748,Janssen,annulus,7.0,1519.0,0.0235,12.7,42.3,1778.0,2.1
23749,Thompson,tube,0.1,1858.0,0.0406,1.0,1.0,25.0,4.9
23750,Thompson,tube,6.89,2319.0,,23.6,23.6,610.0,2.0
23751,Thompson,tube,13.79,5357.0,-0.0553,5.7,9.218,625.0,6.7
23752,Thompson,tube,13.79,3315.69,0.0853,4.7,4.7,318.0,2.3
23753,Janssen,annulus,6.9,1533.0,,8.5,22.3,1740.109,2.1
23754,Beus,annulus,12.597,1354.0,0.1538,5.6,15.2,2134.0,2.3
23755,Thompson,tube,13.79,3315.69,-0.0805,4.7,4.7,318.0,3.5
23756,Thompson,tube,6.89,3513.0,,9.218,10.8,432.0,3.3
23757,Thompson,tube,18.96,1858.0,-0.0918,1.9,9.218,680.588,5.8
23758,Thompson,tube,12.07,2590.0,,1.9,1.9,152.0,3.0
23759,Thompson,tube,6.89,4218.0,0.0606,9.218,10.8,864.0,3.9
23760,Thompson,tube,10.26,2848.0,-0.0719,9.218,3.0,150.0,4.8
23761,Janssen,annulus,6.92,1695.0,0.0028,8.5,24.6,1778.0,4.2
23762,Weatherhead,tube,13.79,943.0,,7.7,7.7,457.0,1.5
23763,Thompson,tube,10.26,1899.0,-0.0134,23.6,9.218,1972.0,6.6
23764,Thompson,tube,15.51,2929.0,-0.0373,9.218,1.9,696.0,9.0
23765,Thompson,tube,3.45,694.0,0.0183,10.3,10.3,762.0,5.0
23766,Thompson,tube,10.34,3960.0,0.0702,10.3,10.3,762.0,5.8
23767,Beus,annulus,13.79,1355.0,0.1869,5.6,15.2,2134.0,1.7
23768,Peskov,tube,14.235,2642.705,-0.068,10.0,10.0,565.0,3.6
23769,Thompson,tube,6.89,3825.0,-0.0105,10.3,10.3,762.0,4.0
23770,Thompson,tube,12.07,3315.69,,9.218,1.9,152.0,4.3
23771,Janssen,annulus,6.89,2780.0,,6.4,15.9,914.0,3.7
23772,Janssen,annulus,6.89,2319.0,0.1074,12.7,42.3,1829.0,2.0
23773,Beus,annulus,15.51,3665.0,-0.0279,5.6,15.2,2134.0,3.1
23774,Thompson,tube,13.79,2740.0,-0.0335,4.7,4.7,305.0,3.5
23775,Thompson,tube,13.79,3315.69,,7.8,7.8,591.0,13.3
23776,Thompson,tube,16.0,1000.0,-0.0472,10.0,10.0,565.0,1.6
23777,Thompson,tube,6.96,3315.69,,10.3,10.3,762.0,5.9
23778,Williams,tube,13.79,1340.0,0.1282,9.5,9.5,1836.0,1.8
23779,Beus,annulus,15.51,1355.0,,5.6,15.2,2134.0,2.3
23780,Beus,annulus,13.79,1655.0,0.1212,5.6,15.2,2134.0,1.4
23781,Thompson,tube,13.79,3315.69,,9.218,4.7,305.0,1.6
23782,Weatherhead,tube,13.79,1383.0,0.0196,7.7,7.7,457.0,2.6
23783,Richenderfer,plate,0.1,1500.0,-0.0373,15.0,120.0,10.0,5.0
23784,Thompson,tube,13.79,1505.0,0.0165,7.8,9.218,680.588,2.0
23785,Thompson,tube,6.89,3315.69,,10.3,10.3,794.0,6.7
23786,Thompson,tube,13.79,3458.0,0.0763,4.6,4.6,295.0,2.7
23787,Janssen,annulus,6.89,2173.925,,10.929,42.3,2711.0,2.0
23788,Thompson,tube,7.0,3770.0,0.0196,10.8,9.218,864.0,3.8
23789,Janssen,annulus,6.88,3056.0,0.1745,8.5,24.6,1778.0,2.4
23790,Thompson,tube,6.89,4056.0,0.0685,10.8,10.8,680.588,1.9
23791,Thompson,tube,10.26,852.0,-0.0512,4.7,4.7,318.0,3.2
23792,Thompson,tube,13.79,3315.69,-0.0504,1.9,1.9,152.0,4.5
23793,Thompson,tube,13.79,3594.0,,4.7,4.7,680.588,4.5
23794,Weatherhead,tube,13.79,1352.0,-0.1184,7.7,7.7,457.0,3.4
23795,Janssen,annulus,4.16,2173.925,0.1007,12.7,42.3,1778.0,3.1
23796,Thompson,tube,6.89,3987.0,-0.0229,10.3,10.3,762.0,9.0
23797,Thompson,tube,10.34,3315.69,-0.0684,10.3,10.3,762.0,3.4
23798,Thompson,tube,17.24,3445.0,-0.0077,1.9,1.9,680.588,1.8
23799,Weatherhead,tube,13.79,2034.0,0.0191,9.127,11.1,457.0,1.9
23800,Janssen,annulus,9.65,1519.0,0.0145,8.5,34.52,1778.0,3.3
23801,Peskov,tube,12.0,1944.0,,10.0,10.0,400.0,5.2
23802,Thompson,tube,6.83,3315.69,,10.8,9.218,432.0,4.5
